0.35191,0.19825,0.14368,0,0,0.36043,0.23425,0.13375,0.070696,0.247,0.23169,0,0.052359,0.015666,0,0.21728,0.2165,0.33762,0,0.22153,0.1644,0,0.062087,0.19163,0.1406,0,0,0.29703,0,0.17169,0.21056,0,0.21295,0.3692,0.23552,0,0.2531,0.15072,0.15341,0,0.18804,0.15643,0.31513,0.18057,0.080836,0.04253,0.23171,0,0.1567,0.36524,0,0.29309,0.2707,0.26121,0.26629,0,0.31943,0,0.21123,0,0,0.20058,0.339,0.27847,0,0,0.37288,0.314,0.38858,0.28381
0.47277,0.21143,0.37972,0.039163,0.029484,0.61847,0.24228,0.32117,0.1787,0.26989,0.27035,0.096063,0.095671,0.17898,0.043422,0.24804,0.2367,0.46919,0.038439,0.23764,0.16643,0.045774,0.1324,0.20486,0.14314,0.057925,0.066179,0.48858,0.014533,0.17872,0.21598,0.020771,0.52766,0.53501,0.2626,0.11325,0.30787,0.15927,0.31589,0.010392,0.19079,0.271,0.40541,0.1841,0.25409,0.18484,0.26407,0.099311,0.21639,0.42212,0.082669,0.32913,0.31664,0.51209,0.32008,0.020694,0.47087,0.030678,0.23411,0.021071,0.038616,0.20892,0.38601,0.29799,0.057103,0.063439,0.58007,0.42788,0.64674,0.3633
0.56049,0.22102,0.50174,0.068645,0.053831,0.75266,0.25369,0.43486,0.2627,0.29037,0.30145,0.15905,0.12267,0.27892,0.073756,0.27085,0.25148,0.56296,0.070886,0.24926,0.16836,0.077649,0.2044,0.21421,0.14554,0.10462,0.11044,0.61604,0.0283,0.18434,0.22117,0.039126,0.68065,0.65922,0.28557,0.18653,0.3477,0.16596,0.43718,0.020214,0.19341,0.36699,0.47026,0.18731,0.34915,0.27484,0.28994,0.16811,0.27142,0.49147,0.1423,0.36736,0.35028,0.65957,0.36192,0.049744,0.56216,0.055752,0.25222,0.039809,0.065725,0.21829,0.42991,0.31033,0.10659,0.11038,0.71663,0.50427,0.77293,0.41904
0.64428,0.22904,0.52796,0.088444,0.073042,0.78136,0.26089,0.49297,0.3227,0.30502,0.31855,0.19981,0.16036,0.31398,0.10111,0.2847,0.26578,0.65017,0.09013,0.26222,0.1702,0.095626,0.25409,0.22129,0.14782,0.1357,0.13166,0.70776,0.047512,0.18854,0.22851,0.055066,0.69801,0.74181,0.30443,0.21859,0.37109,0.17079,0.51041,0.029466,0.19591,0.4444,0.52589,0.19086,0.38084,0.32734,0.3093,0.22,0.3218,0.53862,0.16764,0.39504,0.37781,0.72822,0.38936,0.067785,0.60513,0.075221,0.2643,0.05995,0.094881,0.22495,0.48361,0.32784,0.14847,0.14083,0.78253,0.55388,0.7846,0.4494
0.70022,0.2364,0.45414,0.097827,0.087116,0.67136,0.26776,0.49286,0.3587,0.32117,0.32762,0.21834,0.19467,0.29526,0.11768,0.29199,0.27551,0.70592,0.099559,0.27132,0.17193,0.099794,0.2944,0.2261,0.14996,0.16153,0.13457,0.74538,0.059361,0.19134,0.23312,0.068591,0.57691,0.78056,0.31732,0.21471,0.38146,0.1735,0.55389,0.038148,0.19943,0.50324,0.55993,0.19333,0.34332,0.34221,0.32105,0.25862,0.36754,0.58162,0.16895,0.41894,0.40178,0.70673,0.40711,0.092856,0.58284,0.089085,0.27261,0.073437,0.11442,0.23086,0.52025,0.33884,0.18273,0.15406,0.7732,0.57575,0.66107,0.45946
0.74149,0.24035,0.30002,0.099528,0.096052,0.42598,0.27743,0.43553,0.37051,0.33491,0.31931,0.21225,0.21567,0.21234,0.12788,0.28857,0.28291,0.74413,0.10207,0.2793,0.17358,0.085136,0.32534,0.22845,0.15197,0.17472,0.1072,0.7373,0.070444,0.19262,0.23749,0.079701,0.38101,0.78373,0.32855,0.16443,0.35229,0.17478,0.55712,0.04626,0.20163,0.53807,0.57948,0.19547,0.23076,0.31096,0.32767,0.27431,0.40862,0.63247,0.13126,0.43904,0.4162,0.59752,0.41518,0.10824,0.42267,0.096356,0.27714,0.084591,0.1306,0.23603,0.5538,0.35434,0.20466,0.15374,0.67064,0.56126,0.41914,0.38417
0.77111,0.24364,0.1124,0.086913,0.099576,0.14335,0.28347,0.32388,0.35948,0.34416,0.20085,0.17741,0.24436,0.10008,0.13173,0.19074,0.28798,0.76652,0.090491,0.28769,0.17512,0.058951,0.35009,0.22788,0.15384,0.17967,0.060796,0.6816,0.080759,0.19155,0.24163,0.088395,0.12599,0.72904,0.33491,0.079756,0.20726,0.16758,0.51821,0.053802,0.2037,0.56284,0.58376,0.19728,0.082857,0.24024,0.32925,0.27304,0.44505,0.66574,0.07282,0.45535,0.42369,0.42149,0.3985,0.12257,0.18291,0.099736,0.2756,0.093412,0.14609,0.24144,0.58423,0.364,0.22522,0.13187,0.49494,0.44811,0.14967,0.19068
0.7806,0.24517,-0.10085,0.067382,0.097729,-0.1808,0.28918,0.17903,0.31803,0.35356,-0.0072495,0.11386,0.26967,-0.031625,0.12758,0.0058131,0.29072,0.76568,0.066309,0.29315,0.17657,0.019746,0.35909,0.1877,0.15559,0.17192,0.014203,0.57921,0.094794,0.14414,0.24741,0.094675,-0.13078,0.62641,0.33824,-0.0084461,-0.012109,0.1265,0.44769,0.060774,0.20564,0.56929,0.5414,0.19877,-0.043652,0.14522,0.2681,0.25042,0.47683,0.69486,0.0024547,0.46787,0.42668,0.22804,0.28551,0.14207,-0.11234,0.098268,0.20897,0.099898,0.1547,0.24493,0.61155,0.37748,0.23618,0.086009,0.26967,0.28692,-0.15483,-0.076307
0.7698,0.24561,-0.25634,0.039085,0.089761,-0.43363,0.29712,0.017088,0.25819,0.35934,-0.20063,0.050902,0.28467,-0.14484,0.11249,-0.1693,0.29122,0.73976,0.042832,0.29748,0.17792,-0.0047391,0.36177,0.090614,0.1572,0.15086,-0.031141,0.45133,0.10319,0.052754,0.25097,0.097799,-0.35414,0.49491,0.33618,-0.079008,-0.26195,0.049298,0.34313,0.067176,0.20747,0.55673,0.45496,0.19966,-0.16613,0.039143,0.1092,0.20519,0.50396,0.71981,-0.054855,0.47659,0.40086,-0.012204,0.10473,0.15374,-0.33614,0.088448,0.084011,0.10323,0.15994,0.24706,0.63577,0.38975,0.24303,0.038567,0.016025,0.061687,-0.39046,-0.32283
0.73787,0.2101,-0.35784,0.010136,0.076063,-0.57106,0.30201,-0.1187,0.17591,0.36358,-0.31372,-0.026699,0.30436,-0.19459,0.086416,-0.27241,0.25949,0.69816,0.01347,0.3007,0.17917,-0.022871,0.35082,-0.028022,0.15868,0.11647,-0.056503,0.2877,0.11082,-0.02472,0.25429,0.099852,-0.47571,0.32449,0.2826,-0.11782,-0.37895,-0.038481,0.22641,0.073008,0.20917,0.52707,0.32227,0.20057,-0.24706,-0.066616,-0.051385,0.15022,0.51946,0.7466,-0.086629,0.48084,0.32321,-0.18611,-0.058826,0.16436,-0.48491,0.074343,-0.061406,0.10564,0.16182,0.24925,0.65688,0.39727,0.24243,-0.0081966,-0.20719,-0.1384,-0.51806,-0.43446
